feature,rem vs. tum
original_gldm_GrayLevelNonUniformity,0.9990537323916182
original_ngtdm_Coarseness,0.9985171889023297
original_glrlm_GrayLevelNonUniformity,0.9982928161704452
original_gldm_DependenceNonUniformity,0.9978538260428454
original_glszm_GrayLevelNonUniformity,0.9968100050727748
original_glrlm_RunLengthNonUniformity,0.9954540133452998
original_glszm_SizeZoneNonUniformity,0.9937956061965896
original_glszm_LargeAreaHighGrayLevelEmphasis,0.9919420923245016
original_ngtdm_Contrast,0.9872009989464235
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.986157177976353
original_glrlm_ShortRunLowGrayLevelEmphasis,0.9825574589300348
original_gldm_LargeDependenceHighGrayLevelEmphasis,0.9815429039684708
original_glrlm_LongRunHighGrayLevelEmphasis,0.9810161158153508
original_glszm_LowGrayLevelZoneEmphasis,0.9788894525305344
original_glrlm_LowGrayLevelRunEmphasis,0.9778553868966324
original_gldm_LowGrayLevelEmphasis,0.9772017793733172
original_glcm_Idmn,0.9734947516291412
original_glszm_ZoneVariance,0.9675732625746284
original_glszm_LargeAreaEmphasis,0.9655929293323448
original_glcm_JointAverage,0.9642954696218832
original_glcm_SumAverage,0.9642954696218832
original_glszm_SmallAreaLowGrayLevelEmphasis,0.96406134155383
original_firstorder_Kurtosis,0.961271315409529
original_glcm_Autocorrelation,0.9607250165840716
original_firstorder_Range,0.9600957974011785
original_glcm_Idn,0.958159363171655
original_gldm_HighGrayLevelEmphasis,0.9573886916143132
original_glrlm_HighGrayLevelRunEmphasis,0.9563253599719046
original_glszm_SmallAreaHighGrayLevelEmphasis,0.9511647871385648
original_glszm_HighGrayLevelZoneEmphasis,0.951067233776876
original_firstorder_Maximum,0.9423264525695556
original_glrlm_ShortRunHighGrayLevelEmphasis,0.9360342607406252
original_ngtdm_Busyness,0.933839310102626
original_ngtdm_Complexity,0.9331174152261288
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.928454364537402
original_glrlm_LongRunLowGrayLevelEmphasis,0.8926620361337652
original_ngtdm_Strength,0.8839700316072892
original_glszm_ZoneEntropy,0.8719904787918992
original_gldm_SmallDependenceHighGrayLevelEmphasis,0.8684102704179186
original_firstorder_Minimum,0.8661177664182307
original_firstorder_10Percentile,0.8623814726655481
original_firstorder_Mean,0.8459632418933157
original_firstorder_Energy,0.8457681351699379
original_firstorder_RootMeanSquared,0.8457681351699379
original_firstorder_Median,0.84387072228509
original_glszm_LargeAreaLowGrayLevelEmphasis,0.8397978694345808
original_firstorder_90Percentile,0.7888555039606664
original_glcm_MCC,0.7768759511452765
original_glrlm_RunEntropy,0.7622527022281187
original_firstorder_InterquartileRange,0.753341202637843
original_firstorder_RobustMeanAbsoluteDeviation,0.7516974284933859
original_glrlm_RunVariance,0.7337085885979631
original_gldm_DependenceNonUniformityNormalized,0.7232118468802434
original_glcm_ClusterProminence,0.7046474421508565
original_glrlm_LongRunEmphasis,0.7028231942872751
original_firstorder_Uniformity,0.6969504819136066
original_gldm_LargeDependenceEmphasis,0.6832832559409997
original_glszm_ZonePercentage,0.681663870136965
original_glrlm_RunPercentage,0.6813712100518984
original_glszm_SmallAreaEmphasis,0.6793616108011081
original_gldm_DependenceVariance,0.6719573106489249
original_glszm_GrayLevelVariance,0.6718792679595739
original_glcm_MaximumProbability,0.6694892105981972
original_firstorder_MeanAbsoluteDeviation,0.6675771647090958
original_glcm_JointEnergy,0.6605435673313304
original_glrlm_RunLengthNonUniformityNormalized,0.6524271276388185
original_gldm_SmallDependenceEmphasis,0.6371990478791899
original_glrlm_GrayLevelNonUniformityNormalized,0.6340285636243024
original_firstorder_Skewness,0.631043430756624
original_glrlm_ShortRunEmphasis,0.626468178093417
original_glcm_ClusterShade,0.6256877511999064
original_firstorder_Entropy,0.6059234401217466
original_glszm_SizeZoneNonUniformityNormalized,0.6001287704374293
original_glcm_SumEntropy,0.599387364888594
original_glcm_Imc2,0.5983045225738478
original_glcm_Imc1,0.593319545791548
original_gldm_DependenceEntropy,0.5918464900300464
original_glszm_GrayLevelNonUniformityNormalized,0.5846763179459165
original_glcm_InverseVariance,0.5832715495375971
original_glcm_Id,0.577115932415031
original_glcm_Idm,0.5743941936239123
original_glcm_JointEntropy,0.5728333398368908
original_glcm_DifferenceAverage,0.5682093104928396
original_glcm_Contrast,0.5485327974401998
original_firstorder_Variance,0.5439770554493308
original_gldm_GrayLevelVariance,0.5424942443516604
original_glcm_SumSquares,0.5422113396027627
original_glcm_ClusterTendency,0.5342900066336286
original_glrlm_GrayLevelVariance,0.5246810005072775
original_glcm_DifferenceEntropy,0.521100792133297
original_glcm_Correlation,0.5209154407460881
original_glcm_DifferenceVariance,0.5065946072501659
