feature,rem vs. tum
original_firstorder_Minimum_idx23,0.9916201662309284
original_firstorder_Minimum_idx18,0.9884204159675344
original_firstorder_Minimum_idx22,0.9883813946228588
original_firstorder_Minimum_idx15,0.9876302337378546
original_firstorder_Minimum_idx19,0.9871522222655792
original_firstorder_Minimum_idx4,0.9869766262145392
original_firstorder_Minimum_idx5,0.9868693175166816
original_firstorder_Minimum_idx3,0.9866449447847973
original_firstorder_Minimum_idx20,0.9865181254146016
original_firstorder_Minimum_idx14,0.9860498692784954
original_firstorder_Minimum_idx9,0.985552347133882
original_firstorder_Minimum_idx13,0.9854255277636867
original_firstorder_Minimum_idx21,0.985240176376478
original_firstorder_Kurtosis_idx16,0.9848889842743982
original_firstorder_Minimum_idx10,0.9846158348616691
original_firstorder_Minimum_idx11,0.984567058180825
original_firstorder_Skewness_idx16,0.9840305146915362
original_firstorder_Kurtosis_idx23,0.983142779100168
original_firstorder_Minimum_idx8,0.9831037577554924
original_firstorder_Skewness_idx23,0.9823135755258128
original_firstorder_Minimum_idx16,0.982108713466266
original_firstorder_Kurtosis_idx17,0.9820014047684082
original_firstorder_Minimum_idx12,0.9819233620790572
original_firstorder_Minimum_idx17,0.9818453193897062
original_firstorder_Minimum_idx0,0.9809575837983376
original_firstorder_Kurtosis_idx5,0.980518593670738
original_firstorder_Skewness_idx17,0.9804893276622312
original_firstorder_Skewness_idx22,0.9803527529558668
original_firstorder_Kurtosis_idx22,0.979991805517618
original_firstorder_Kurtosis_idx21,0.9792211339602764
original_firstorder_Minimum_idx1,0.9789382292113789
original_firstorder_Minimum_idx7,0.9788601865220276
original_firstorder_Skewness_idx21,0.9782846216880632
original_firstorder_Minimum_idx6,0.9782651110157256
original_firstorder_Skewness_idx5,0.977816365551957
original_firstorder_Minimum_idx2,0.9771334920201352
original_firstorder_Kurtosis_idx15,0.9765871931946776
original_firstorder_Kurtosis_idx12,0.976548171850002
original_firstorder_Kurtosis_idx4,0.9764213524798064
original_firstorder_Kurtosis_idx20,0.9763530651266242
original_firstorder_Kurtosis_idx18,0.9762652671011044
original_firstorder_Skewness_idx14,0.9760213836968822
original_firstorder_Kurtosis_idx19,0.9759238303351933
original_firstorder_Skewness_idx12,0.975611659577789
original_firstorder_Kurtosis_idx14,0.9754263081905804
original_firstorder_Skewness_idx20,0.9754067975182424
original_firstorder_Skewness_idx18,0.9750653607523316
original_firstorder_Skewness_idx13,0.974850743356616
original_firstorder_Kurtosis_idx11,0.9747044133140828
original_firstorder_Skewness_idx15,0.9747044133140828
original_firstorder_Skewness_idx19,0.9746263706247318
original_firstorder_Kurtosis_idx8,0.9744897959183674
original_firstorder_Skewness_idx6,0.974275178522652
original_firstorder_Kurtosis_idx13,0.9739727631014166
original_firstorder_Kurtosis_idx6,0.9739630077652476
original_firstorder_Kurtosis_idx9,0.973514262301479
original_firstorder_Skewness_idx4,0.9716802591017288
original_firstorder_Kurtosis_idx10,0.9712705349826356
original_firstorder_Skewness_idx11,0.9708608108635424
original_firstorder_Skewness_idx8,0.969202403714832
original_firstorder_Skewness_idx9,0.96851953018301
original_firstorder_Skewness_idx10,0.967514730557615
original_firstorder_Kurtosis_idx3,0.9655441526515004
original_firstorder_Kurtosis_idx7,0.9655246419791628
original_firstorder_Kurtosis_idx0,0.9637003941155812
original_firstorder_Kurtosis_idx1,0.9636516174347368
original_firstorder_10Percentile_idx23,0.9633394466773326
original_firstorder_Kurtosis_idx2,0.9628224138603816
original_firstorder_Skewness_idx7,0.9626468178093416
original_firstorder_10Percentile_idx22,0.958822726031139
original_firstorder_Skewness_idx3,0.9577106177078862
original_firstorder_Skewness_idx0,0.9576813516993796
original_firstorder_10Percentile_idx16,0.9558863698443046
original_firstorder_Skewness_idx1,0.9558180824911228
original_firstorder_Skewness_idx2,0.9534085144574084
original_firstorder_10Percentile_idx21,0.9506087329769384
original_firstorder_10Percentile_idx17,0.9489113044835524
original_firstorder_Median_idx16,0.9451945214032076
original_firstorder_10Percentile_idx20,0.9446092012330743
original_firstorder_10Percentile_idx19,0.9440336363991104
original_firstorder_10Percentile_idx18,0.9435946462715104
original_firstorder_10Percentile_idx8,0.9407265774378584
original_firstorder_Median_idx23,0.9400290709017832
original_firstorder_10Percentile_idx15,0.9366098255745894
original_firstorder_10Percentile_idx9,0.9355757599406876
original_firstorder_Median_idx17,0.933946618800484
original_firstorder_10Percentile_idx10,0.9318979982050184
original_firstorder_Median_idx22,0.9318102001794982
original_firstorder_Median_idx8,0.9309614859328053
original_firstorder_10Percentile_idx14,0.9273227455418114
original_firstorder_10Percentile_idx12,0.9272349475162914
original_firstorder_Median_idx15,0.9265423186483008
original_firstorder_Range_idx20,0.9247766028017324
original_firstorder_Range_idx21,0.9236742498146486
original_firstorder_10Percentile_idx11,0.9222011940531472
original_firstorder_Median_idx21,0.9220451086744448
original_firstorder_Median_idx18,0.9180746868537089
original_firstorder_Median_idx14,0.91780153744098
original_firstorder_Median_idx9,0.9176552073984467
original_firstorder_10Percentile_idx13,0.9170503765559762
original_firstorder_Median_idx20,0.9160943536114255
original_firstorder_Range_idx22,0.9152944160455768
original_firstorder_Range_idx19,0.914182307722324
original_firstorder_Median_idx13,0.9133726148203068
original_firstorder_Maximum_idx20,0.9100460451867172
original_firstorder_10Percentile_idx7,0.908963202871971
original_firstorder_Median_idx19,0.908777851484762
original_firstorder_10Percentile_idx0,0.9055293245405236
original_firstorder_Maximum_idx21,0.9050513130682484
original_firstorder_Median_idx12,0.9046025676044798
original_firstorder_Median_idx10,0.9015979240644632
original_firstorder_Range_idx23,0.9014808600304366
original_firstorder_Median_idx0,0.9012955086432278
original_firstorder_Median_idx7,0.8996468568306866
original_firstorder_Median_idx11,0.8989737386350334
original_firstorder_Range_idx18,0.8985347485074336
original_firstorder_Maximum_idx19,0.8982615990947047
original_firstorder_10Percentile_idx1,0.8953057322355328
original_firstorder_10Percentile_idx6,0.8939399851718891
original_firstorder_Range_idx16,0.893774144457018
original_firstorder_Median_idx6,0.8919498965934366
original_firstorder_Maximum_idx22,0.8918133218870722
original_firstorder_Median_idx1,0.889140359776798
original_firstorder_Range_idx17,0.8886135716236782
original_firstorder_Range_idx12,0.8877063253599721
original_firstorder_Range_idx13,0.883394466773325
original_firstorder_10Percentile_idx2,0.8787411714207671
original_firstorder_Maximum_idx18,0.8786045967144028
original_firstorder_Range_idx4,0.8783997346548562
original_firstorder_Mean_idx16,0.8774144457017989
original_firstorder_Maximum_idx23,0.8773851796932922
original_firstorder_Median_idx5,0.8764486674210792
original_firstorder_10Percentile_idx4,0.8762145393530262
original_firstorder_10Percentile_idx5,0.8760291879658173
original_firstorder_Range_idx5,0.8760194326296484
original_firstorder_10Percentile_idx3,0.8728099270300854
original_firstorder_Median_idx2,0.8723806922386546
original_firstorder_Range_idx11,0.8716490420259881
original_firstorder_Maximum_idx16,0.870400358996371
original_firstorder_Range_idx14,0.869815038826238
original_firstorder_Mean_idx17,0.8685566004604518
original_firstorder_Maximum_idx17,0.8661080110820619
original_firstorder_Maximum_idx12,0.8654446482225777
original_firstorder_Maximum_idx4,0.8639423264525696
original_firstorder_Mean_idx23,0.8639228157802318
original_firstorder_Median_idx3,0.8622156319506771
original_firstorder_Mean_idx8,0.861552269091193
original_firstorder_Range_idx3,0.8609084169040465
original_firstorder_Maximum_idx5,0.8606255121551489
original_firstorder_Maximum_idx13,0.8598158192531314
original_firstorder_Median_idx4,0.8595816911850782
original_firstorder_Range_idx15,0.859513403831896
original_firstorder_Range_idx6,0.8594256058063763
original_firstorder_Range_idx10,0.8536504467943966
original_firstorder_Mean_idx9,0.8513969641393841
original_firstorder_Mean_idx15,0.8508604206500956
original_firstorder_Maximum_idx11,0.8489581300971631
original_firstorder_Maximum_idx14,0.8476265267101104
original_firstorder_Mean_idx18,0.8472216802591017
original_firstorder_Mean_idx22,0.846607094080462
original_firstorder_Maximum_idx3,0.8455535177742225
original_firstorder_Maximum_idx6,0.8450267296211028
original_firstorder_Range_idx8,0.8445487181488274
original_firstorder_Range_idx9,0.8400612635111406
original_firstorder_Range_idx7,0.8391735279197721
original_firstorder_Range_idx2,0.8367151832052133
original_firstorder_Uniformity_idx8,0.8357494049244938
original_firstorder_Maximum_idx15,0.8357103835798182
original_firstorder_Mean_idx14,0.833105708822726
original_firstorder_Mean_idx10,0.83193506848246
original_firstorder_Mean_idx21,0.83184727045694
original_firstorder_Maximum_idx10,0.8295157451125765
original_firstorder_Uniformity_idx15,0.82939868107855
original_firstorder_Mean_idx19,0.8271549537597065
original_firstorder_Range_idx0,0.8259160260662582
original_firstorder_Mean_idx0,0.8242868849260545
original_firstorder_Range_idx1,0.8240527568580014
original_firstorder_Mean_idx20,0.8239747141686502
original_firstorder_Mean_idx13,0.8237405861005971
original_firstorder_Maximum_idx7,0.8231650212666328
original_firstorder_Mean_idx11,0.8219260935731845
original_firstorder_Uniformity_idx9,0.8203847504585008
original_firstorder_Maximum_idx2,0.8187360986459593
original_firstorder_Mean_idx12,0.8184727045693995
original_firstorder_Mean_idx7,0.8174581496078355
original_firstorder_Maximum_idx8,0.8170679361610801
original_firstorder_Uniformity_idx0,0.816316775276076
original_firstorder_Mean_idx1,0.8153119756506809
original_firstorder_Maximum_idx9,0.8138584305615172
original_firstorder_Uniformity_idx7,0.8131755570296952
original_firstorder_InterquartileRange_idx8,0.808297888945253
original_firstorder_Maximum_idx0,0.8064736410816716
original_firstorder_Uniformity_idx1,0.8059663636008897
original_firstorder_Uniformity_idx10,0.8046591485542592
original_firstorder_Maximum_idx1,0.8045225738478948
original_firstorder_InterquartileRange_idx0,0.803839700316073
original_firstorder_Uniformity_idx14,0.8032934014906153
original_firstorder_InterquartileRange_idx9,0.8032934014906152
original_firstorder_Mean_idx6,0.8026007726226245
original_firstorder_Uniformity_idx16,0.8011960042143051
original_firstorder_InterquartileRange_idx7,0.8001814492527413
original_firstorder_Mean_idx2,0.7987961915167596
original_firstorder_InterquartileRange_idx1,0.7956061965895345
original_firstorder_InterquartileRange_idx15,0.7954306005384946
original_firstorder_Uniformity_idx17,0.7947184609981659
original_firstorder_Uniformity_idx6,0.7920747648963984
original_firstorder_Uniformity_idx23,0.7909919225816522
original_firstorder_Uniformity_idx13,0.7905529324540523
original_firstorder_Uniformity_idx2,0.789645686190346
original_firstorder_Mean_idx5,0.7894310687946307
original_firstorder_Mean_idx3,0.7893627814414486
original_firstorder_InterquartileRange_idx6,0.7850606781909705
original_firstorder_InterquartileRange_idx10,0.7845729113825263
original_firstorder_Uniformity_idx11,0.784338783314473
original_firstorder_InterquartileRange_idx2,0.7842704959612908
original_firstorder_Mean_idx4,0.7839778358762243
original_firstorder_Uniformity_idx12,0.7826706208295939
original_firstorder_RobustMeanAbsoluteDeviation_idx0,0.7793050298513287
original_firstorder_90Percentile_idx8,0.7763296523198189
original_firstorder_InterquartileRange_idx14,0.7756175127794903
original_firstorder_Uniformity_idx5,0.7733250087798025
original_firstorder_90Percentile_idx9,0.7730030826862294
original_firstorder_RobustMeanAbsoluteDeviation_idx1,0.7726128692394739
original_firstorder_RobustMeanAbsoluteDeviation_idx7,0.7719982830608343
original_firstorder_RobustMeanAbsoluteDeviation_idx8,0.7718226870097944
original_firstorder_RobustMeanAbsoluteDeviation_idx9,0.7712178561673235
original_firstorder_InterquartileRange_idx5,0.7707691107035548
original_firstorder_Uniformity_idx3,0.7706422913333594
original_firstorder_Uniformity_idx22,0.7685936707378936
original_firstorder_Uniformity_idx18,0.767793733172045
original_firstorder_InterquartileRange_idx3,0.766369454091388
original_firstorder_90Percentile_idx16,0.7660865493424903
original_firstorder_90Percentile_idx15,0.7645744722363133
original_firstorder_Uniformity_idx4,0.7632965231981894
original_firstorder_InterquartileRange_idx13,0.7631404378194871
original_firstorder_InterquartileRange_idx12,0.7627307137003942
original_firstorder_RootMeanSquared_idx8,0.7626526710110431
original_firstorder_RobustMeanAbsoluteDeviation_idx2,0.7621551488664299
original_firstorder_90Percentile_idx17,0.7616283607133103
original_firstorder_InterquartileRange_idx11,0.7611991259218793
original_firstorder_90Percentile_idx0,0.7605455183985641
original_firstorder_InterquartileRange_idx4,0.7601357942794708
original_firstorder_RobustMeanAbsoluteDeviation_idx15,0.7594919420923245
original_firstorder_RootMeanSquared_idx9,0.7590724626370625
original_firstorder_Uniformity_idx21,0.7579408436414719
original_firstorder_90Percentile_idx10,0.7575213641862099
original_firstorder_90Percentile_idx1,0.7566824052756858
original_firstorder_90Percentile_idx23,0.756321457837437
original_firstorder_RobustMeanAbsoluteDeviation_idx6,0.7559605103991884
original_firstorder_RobustMeanAbsoluteDeviation_idx10,0.7531704842548874
original_firstorder_90Percentile_idx7,0.7530534202208609
original_firstorder_RootMeanSquared_idx16,0.7527997814804699
original_firstorder_Uniformity_idx19,0.7501951067233777
original_firstorder_RootMeanSquared_idx17,0.7487610723065516
original_firstorder_RootMeanSquared_idx15,0.7485366995746674
original_firstorder_Entropy_idx8,0.7468685370897881
original_firstorder_RobustMeanAbsoluteDeviation_idx3,0.7460685995239396
original_firstorder_RobustMeanAbsoluteDeviation_idx5,0.7458149607835487
original_firstorder_RootMeanSquared_idx10,0.7450930659070512
original_firstorder_90Percentile_idx2,0.7448101611581535
original_firstorder_Uniformity_idx20,0.7445370117454249
original_firstorder_InterquartileRange_idx16,0.7440882662816559
original_firstorder_90Percentile_idx11,0.7439809575837983
original_firstorder_90Percentile_idx14,0.7429468919498966
original_firstorder_InterquartileRange_idx17,0.7425274124946345
original_firstorder_Entropy_idx0,0.7409275373629376
original_firstorder_Entropy_idx9,0.7407421859757288
original_firstorder_RootMeanSquared_idx23,0.7400593124439068
original_firstorder_RobustMeanAbsoluteDeviation_idx4,0.7398251843758537
original_firstorder_RobustMeanAbsoluteDeviation_idx14,0.7381375112186366
original_firstorder_90Percentile_idx18,0.7357864752019355
original_firstorder_Entropy_idx15,0.7350450696531001
original_firstorder_90Percentile_idx6,0.7349670269637492
original_firstorder_InterquartileRange_idx23,0.7340890467085497
original_firstorder_RootMeanSquared_idx0,0.7339036953213407
original_firstorder_90Percentile_idx13,0.7337573652788075
original_firstorder_RobustMeanAbsoluteDeviation_idx11,0.7334842158660787
original_firstorder_90Percentile_idx3,0.7334061731767276
